91,00	66,07	56,66	54,59	75,13	82,09	44,74	66,60	75,94
74,76	48,97	57,06	71,81	64,49	57,45	72,11	86,71	48,73
76,17	35,33	55,72	80,43	63,94	76,08	91,85	73,20	71,69
75,28	80,26	76,91	73,85	61,63	42,79	56,54	50,99	47,52
49,35	69,73	71,55	58,68	37,94	51,48	61,63	86,19	78,20
59,47	63,91	64,99	59,95	56,98	48,02	75,52	48,31	90,65
64,75	65,50	63,41	81,22	69,44	73,01	64,54	65,06	57,77
73,09	72,95	42,34	60,81	59,47	49,01	59,30	64,64	63,15
79,03	72,53	73,93	80,39	82,84	64,69	78,49	52,18	93,60
64,18	54,92	55,32	51,19	61,77	53,74	48,44	47,59	50,03
65,57	72,80	57,75	68,64	83,87	79,31	65,21	62,03	46,93
68,58	63,30	53,18	48,92	63,62				
67,25	47,69	81,44	81,70	65,26				
