69,59	76,08	78,95	81,27	77,48	89,40	72,46	87,68	93,63
74,91	81,89	78,61	106,39	81,40	86,96	71,84	83,44	81,70
102,90	81,88	82,93	67,27	80,69	100,38	75,06	62,88	76,96
89,95	101,31	81,02	77,38	83,91	78,72	66,89	112,91	70,68
66,40	98,73	85,64	90,20	56,32	51,71	83,88	93,06	104,54
79,06	74,09	74,11	112,57	82,97	57,30	62,65	99,18	84,87
95,92	72,30	85,48	78,75	82,79	102,11	86,06	73,49	81,52
70,02	101,03	71,49	75,89	91,32	63,36	66,14	81,16	68,63
55,15	97,93	57,13	72,00	98,05	86,31	77,47	63,55	86,88
65,22	55,73	61,05	50,63	105,32	89,56	72,59	71,67	83,04
69,58	67,65	73,39	74,83	65,10	47,13	100,37	82,23	100,73
					93,28	79,62	56,38	92,21
					87,31	107,80	57,13	85,86
