43,34	55,87	35,08	44,14	28,64	29,91	41,35	17,19	28,75
34,46	31,76	13,45	42,70	38,24	25,21	52,75	42,48	47,84
43,66	46,68	29,48	50,27	34,19	52,00	38,01	35,59	38,35
59,10	46,24	31,83	59,81	27,19	33,37	58,42	54,27	59,15
38,11	29,92	46,77	48,92	20,34	38,14	33,22	54,39	45,92
35,44	27,02	23,48	40,01	38,41	19,02	24,45	36,95	41,56
29,29	39,03	28,52	37,38	46,56	47,79	9,69	41,29	31,75
41,02	36,14	43,39	41,93	38,01	43,86	59,46	26,05	37,89
31,11	43,59	58,66	56,06	30,40	37,38	42,30	20,24	43,18
33,10	42,15	51,57	39,29	35,77	43,63	35,74	41,65	32,35
26,73	26,31	38,25	32,81	29,02	44,42	35,16	47,70	28,59
			38,24	45,52	28,46	29,29	36,64	31,56
