48,63	52,84	51,00	69,33	30,04	84,17	57,06	51,23	51,41
69,34	13,31	68,36	79,39	45,16	69,20	70,59	66,98	41,27
74,33	75,63	82,50	43,44	52,75	38,77	80,63	67,71	73,20
55,25	50,66	67,08	71,39	50,06	50,84	69,09	63,32	44,26
81,86	40,83	83,26	48,94	62,95	45,21	40,94	45,92	74,75
61,70	52,08	87,07	52,10	57,67	72,94	55,97	48,76	69,98
36,37	42,59	43,79	61,53	66,87	37,23	82,38	44,12	55,06
47,22	53,26	67,84	55,75	64,76	48,46	26,05	67,50	56,77
64,73	55,15	51,61	58,85	71,95	74,70	70,33	71,90	70,32
95,71	64,53	70,27	64,98	56,40	47,72	65,35	42,65	62,26
56,32	72,17	52,07	65,69	57,62	32,20	86,43	65,85	79,17
38,90	83,89							
54,98	76,25							
