95,92	100,42	107,50	107,58	87,48	83,77	92,20	114,31	57,21
105,45	91,91	86,55	84,10	96,86	96,28	101,57	83,86	123,90
86,62	96,08	104,29	95,61	95,48	91,32	98,04	92,85	98,74
101,18	110,18	83,96	84,22	95,66	106,76	97,72	87,48	88,41
76,61	122,19	86,22	80,23	109,31	91,15	101,99	97,49	113,15
95,21	105,88	111,70	85,41	84,13	120,43	90,47	99,64	101,87
101,78	95,92	94,80	86,04	116,81	77,82	112,25	83,84	99,85
99,31	106,00	90,15	105,28	103,81	81,67	106,50	86,48	97,23
102,08	73,56	109,87	101,49	112,28	88,26	98,98	96,92	109,65
	100,37	89,10	94,60	97,06	102,82	96,64	98,88	101,56
	108,21	81,50	96,94	90,27	87,77	105,91	99,57	112,48
	101,26	84,01	93,35	96,75	80,76	97,80	80,85	100,11
