27,20	37,84	69,00	57,59	37,47	64,60	55,33	70,18	22,34
73,02	51,85	36,44	54,80	59,78	49,67	49,25	72,10	48,91
43,99	37,27	21,89	43,80	47,26	51,18	68,70	57,07	51,08
49,25	45,43	70,44	63,36	44,26	65,42	56,42	39,19	33,71
67,76	39,91	39,85	62,74	41,06	24,36	55,17	73,11	47,82
61,26	56,13	54,03	43,77	63,00	45,61	54,89	61,95	48,57
46,67	35,33	34,28	46,27	75,04	53,85	58,47	48,22	52,03
61,40	26,76	43,01	53,81	54,08	48,28	51,04	33,23	51,74
33,16	38,47	36,64	31,85	58,12	34,80	54,18	34,64	49,92
40,57	70,33	47,08	40,56	60,73	50,71	47,09	60,35	60,19
47,09	64,88	37,03	46,58	38,80	51,68	20,54	58,76	51,56
			43,57	44,25	37,38	58,74	60,21	52,30
			53,68	69,93	47,01	39,76	40,90	48,25
