156,33	141,86	123,57	146,37	111,85	138,21	144,13	183,69	182,12
109,78	156,52	129,39	142,14	134,89	133,70	172,44	152,43	129,83
125,93	120,40	140,62	119,18	113,79	141,66	164,18	143,54	126,05
124,36	152,54	164,99	142,40	179,49	126,81	119,07	142,18	156,53
113,85	132,53	137,94	134,26	126,98	127,34	122,89	121,30	128,47
121,40	168,73	164,64	101,74	150,42	143,71	158,39	155,55	136,78
131,20	155,92	150,43	157,64	162,47	78,35	116,61	147,91	157,53
144,86	154,76	124,99	165,57	150,79	123,94	135,65	156,35	147,36
145,51	181,92	133,35	106,74	145,95	170,59	130,27	124,20	167,95
160,22	105,19	136,74	145,69	152,98	150,28	147,70	130,61	164,16
111,84	124,77	163,24	148,99	129,71	140,45	172,84	160,84	
170,67	130,94	133,40	145,61	177,79	143,04	164,09	130,87	
