75,08	71,03	68,35	89,89	34,70	75,45	64,46	73,16	83,09
57,08	70,61	75,79	75,85	73,80	54,55	68,09	92,75	65,64
67,86	67,18	78,87	64,96	68,78	82,94	66,87	77,08	69,29
72,11	88,31	57,73	83,34	77,01	92,27	70,78	73,98	77,31
90,10	83,25	66,95	77,36	75,55	75,72	71,57	65,14	78,73
71,55	56,93	59,90	92,95	71,72	89,56	90,64	52,34	65,34
88,17	66,40	60,02	84,09	68,05	67,10	72,40	71,59	83,33
54,40	62,34	72,39	68,07	68,52	85,80	74,12	52,32	81,49
58,04	89,93	78,48	83,09	68,99	88,82	75,47	70,01	74,01
68,90	72,35	67,19	66,40	54,31	65,13	73,11		
62,17	66,64	81,29	67,63	81,12	65,15	78,57		
89,43	61,81	64,16	56,68	72,38	66,27	63,43		
