49,93	45,87	44,60	31,41	40,96	49,87	49,33	36,24	44,77
35,18	50,35	34,12	41,16	53,58	35,67	45,62	52,91	48,82
57,95	49,26	54,88	45,04	51,28	50,50	43,80	40,96	36,91
57,21	33,10	44,40	27,49	50,70	28,45	40,14	48,22	34,32
53,96	33,55	31,15	52,26	40,77	19,18	46,11	39,35	44,89
56,55	30,67	52,97	48,55	52,34	40,28	32,58	36,79	44,40
38,97	45,85	55,28	33,86	61,67	41,33	69,49	44,54	35,31
57,42	49,13	29,90	38,08	43,81	35,50	47,55	44,30	27,91
34,02	24,19	41,27	42,79	63,71	35,64	43,67	35,00	59,02
31,45	31,64	47,19	42,49	40,06	57,38	46,76	44,64	45,69
38,93	42,94	44,87	41,13	43,67	44,38	42,00	32,62	44,13
41,35	57,41	48,10	39,50	26,15	40,04	41,01	42,52	44,65
23,16	33,63	26,13						
