39,99	34,59	34,58	36,73	41,55	51,01	33,28	40,61	41,86
39,02	37,45	34,18	35,82	31,50	37,29	35,27	49,97	41,36
40,80	35,24	34,68	35,05	42,94	40,75	40,84	41,89	39,12
50,38	29,16	32,77	33,70	30,45	34,11	40,85	33,74	36,67
31,35	26,00	38,28	30,95	45,28	33,69	36,04	27,87	34,03
33,92	41,43	42,08	49,45	41,95	37,27	44,22	36,57	38,13
49,77	37,43	38,23	44,22	37,02	38,81	36,80	40,19	40,34
38,34	32,48	42,82	30,35	45,19	38,17	24,73	31,96	39,43
33,46	41,01	45,96	31,97	37,66	29,86	32,42	42,68	26,41
44,64	41,65	41,47	35,92	38,86	34,49	44,31	34,13	34,44
37,61	31,58	40,65	34,90	44,79	46,10	43,47	36,69	20,33
				35,76	38,62	30,78	30,15	42,58
				36,97	41,35	34,59	34,17	33,66
