79,10	111,14	109,70	57,74	94,53	82,56	95,18	72,64	71,56
93,77	88,44	103,59	72,26	64,04	113,62	97,31	92,13	80,92
99,78	62,61	86,10	101,01	87,51	73,98	101,27	81,50	86,94
75,15	81,83	63,40	96,08	84,25	115,38	100,22	81,20	89,82
84,69	79,34	100,51	122,92	76,22	79,02	102,16	99,50	91,55
78,58	87,18	45,37	95,00	111,51	71,18	82,50	82,01	97,09
76,80	100,26	92,49	88,36	88,24	72,74	64,76	103,01	79,25
71,29	70,00	82,25	86,31	94,44	64,89	74,19	106,80	104,12
104,50	60,17	96,39	90,90	59,44	93,24	92,03	83,41	72,04
113,30	90,59	92,65	91,34	114,21	82,75	62,49	93,29	105,84
73,73	94,30	78,45	111,88	70,68	85,46	79,54		
97,10	70,37	75,06	75,32	93,21	117,88	112,25		
89,44	44,47	95,26	91,70	112,98	89,95	95,89		
