63,87	66,61	72,32	67,09	64,19	63,55	64,59	70,99	57,21
61,56	55,87	58,11	57,16	47,42	74,63	54,67	66,30	64,85
58,14	62,23	53,67	63,41	62,59	57,68	76,09	56,95	90,82
72,29	71,88	85,06	70,27	50,20	65,19	55,64	72,55	64,21
65,59	76,07	50,65	79,38	69,48	65,57	81,05	69,01	72,20
52,29	53,63	58,33	70,56	64,28	65,81	70,09	57,77	60,00
67,29	68,85	65,97	55,28	60,05	63,05	64,40	78,11	56,20
61,22	50,29	65,96	67,27	64,11	59,24	49,81	65,55	65,95
58,40	68,51	62,70	74,02	72,92	49,65	69,73	54,68	43,52
58,13	60,73	72,77	67,48	66,54	47,76	64,31	75,50	80,38
53,99	51,28	67,26	68,82	73,42	62,49	57,26	68,67	
64,60	56,03	59,22	77,87	56,44	59,10	69,62	67,95	
