14,21	10,53	6,13	14,57	13,62	10,11	9,59	15,84	11,85
5,83	20,38	10,43	9,50	11,28	14,39	9,27	13,32	8,79
10,85	18,02	7,14	18,07	15,11	4,65	10,96	22,45	11,34
12,83	5,76	7,20	15,28	14,44	17,88	10,39	15,15	8,03
21,21	10,17	12,96	22,54	12,65	22,23	12,21	13,70	17,95
12,57	8,28	15,80	18,42	10,94	14,51	12,58	9,58	9,81
20,32	21,14	10,54	10,95	11,16	20,96	21,46	3,62	11,52
4,58	12,94	17,11	17,95	11,38	10,49	12,97	12,59	15,25
6,27	10,28	9,13	10,17	4,54	19,21	13,77	3,61	15,92
12,33	11,08	21,11	10,74	17,03	20,62	14,39	17,20	9,67
12,13	14,55	-4,60	5,64	12,96	9,58	13,30	13,72	18,06
15,98	0,96	11,08	20,14	13,09	3,99	2,58	21,21	0,77
						12,05	9,26	12,99
