73,01	54,33	34,91	62,21	62,85	58,01	54,14	39,39	57,54
49,91	79,44	26,95	42,77	45,88	13,08	54,06	60,36	64,66
41,07	43,97	69,77	62,85	80,94	50,41	70,78	58,34	33,56
42,62	48,94	38,37	54,22	51,34	17,42	69,91	47,11	61,93
47,78	71,22	67,34	51,46	74,28	70,19	66,97	30,12	23,70
55,84	44,50	52,67	72,41	67,03	41,77	42,88	41,06	48,34
14,85	40,96	61,10	81,86	36,08	43,28	32,68	42,66	66,08
32,76	49,06	44,57	70,49	54,52	50,55	39,07	42,23	37,43
56,91	59,79	51,28	53,12	19,91	36,62	54,59	42,60	56,03
15,35	61,89	18,24	58,82	57,95	60,05	69,84	24,11	33,99
83,29	50,11	43,82	45,08	38,28	69,83	70,00	66,88	52,49
56,79	41,88	48,06						
58,37	51,65	38,06						
