78,68	115,67	128,53	92,25	79,15	108,38	110,49	96,54	90,89
87,06	95,48	103,45	81,67	93,39	84,27	91,09	80,99	84,39
92,45	82,05	103,58	85,17	82,23	78,05	81,54	86,59	95,09
95,03	85,22	95,31	82,19	74,08	100,64	93,18	107,39	110,51
96,58	95,26	93,90	80,34	76,26	67,26	95,53	97,45	89,40
101,54	109,32	103,49	98,90	90,65	88,03	93,69	99,78	93,38
85,56	102,55	92,04	85,37	96,28	88,15	93,86	83,31	84,30
107,83	97,50	98,65	71,35	104,49	96,19	93,51	114,65	81,55
79,10	96,69	108,92	91,45	86,53	83,58	96,28	86,14	76,33
109,38	100,95	104,88	99,28	93,04	69,77	91,55	117,31	116,91
75,12	98,16	108,97	113,76	94,97	93,86	83,25	82,56	99,52
94,69	80,59	90,13	89,38					
