79,05	63,84	97,15	79,45	72,04	57,46	72,24	78,96	62,95
75,45	94,21	87,38	88,03	92,47	71,83	103,34	85,80	83,46
43,23	70,62	49,66	66,15	64,83	73,02	49,45	86,62	65,37
72,26	99,79	87,28	91,21	86,41	96,79	50,51	95,49	66,54
81,61	61,92	70,83	49,07	49,33	79,54	66,39	65,65	68,65
63,80	46,29	78,14	66,12	92,63	94,29	78,90	68,34	74,24
81,36	93,78	78,70	85,12	58,52	60,83	65,15	48,10	73,89
74,81	73,15	86,18	87,40	68,04	105,39	76,02	38,85	78,24
82,11	51,86	60,21	67,21	97,13	90,75	69,61	77,56	76,33
76,54	53,86	91,07	67,49	51,76	64,05	69,53	69,68	80,98
88,76	81,40	76,07	85,12	96,77	51,75	61,46	101,64	
76,35	78,86	86,27	73,66	67,97	74,19	80,72	103,81	
