42,88	23,02	25,24	25,73	6,94	1,88	17,23	33,18	2,67
29,15	23,63	21,41	32,33	18,27	35,46	17,14	21,64	13,33
52,21	22,60	21,19	30,69	24,08	13,75	12,96	25,11	30,52
33,61	8,06	46,31	12,39	16,33	33,10	45,44	17,06	18,47
24,52	39,36	30,15	15,46	19,68	14,75	17,58	40,08	23,43
6,94	12,17	-5,77	25,07	20,94	33,10	42,66	21,32	23,13
22,99	18,44	15,11	5,45	51,02	9,79	2,67	18,75	26,99
16,99	33,81	41,91	28,45	40,27	59,20	5,10	20,60	25,29
23,95	0,33	31,23	38,71	20,83	15,94	43,94	11,81	29,42
14,36	24,08	17,06	24,29	7,78	12,94	18,00	6,25	19,11
15,28	27,39	19,43	23,21	10,68	-20,59	39,27	27,45	29,28
13,91	24,59	45,28	25,76	49,32	66,12	9,33	24,73	16,76
16,76	15,76	14,16	32,27					
