41,92	17,45	37,80	28,06	45,29	20,97	27,07	23,29	40,23
40,73	26,90	36,22	54,68	49,10	47,68	43,67	33,00	27,42
42,86	36,31	44,83	36,76	45,39	39,47	46,16	16,47	54,51
25,45	36,01	31,22	36,31	49,75	6,56	33,57	34,20	39,84
45,66	47,33	32,49	33,79	42,81	33,42	29,44	25,32	23,99
51,04	31,12	29,02	33,12	28,48	45,03	33,67	29,21	32,59
21,64	53,06	25,98	38,61	33,41	33,26	36,79	40,81	27,04
18,08	39,94	54,30	43,15	38,34	42,47	41,44	37,92	41,64
46,12	49,07	46,80	34,49	8,35	29,39	29,33	43,39	40,78
38,35	16,88	35,65	36,78	34,52	25,41	45,72	41,38	40,85
21,05	19,99	26,94	35,41	31,82	24,15	34,83	28,29	32,05
				34,62	31,31	43,76	32,26	42,52
