23,07	37,73	44,76	24,80	28,59	24,00	39,60	22,60	32,41
41,04	28,16	23,98	23,38	33,74	31,94	28,33	34,91	25,12
38,89	26,92	29,46	37,85	18,14	26,80	21,84	15,33	31,83
19,20	32,15	45,54	30,54	16,72	22,11	29,45	28,67	36,88
42,13	29,27	31,95	35,41	32,93	18,28	31,41	29,59	40,31
20,84	28,50	34,24	37,18	38,85	27,93	28,99	34,60	26,54
29,42	41,58	26,29	28,07	30,72	33,44	32,14	34,67	37,78
23,21	36,88	36,31	47,96	31,85	25,34	23,74	28,21	34,56
31,61	23,30	35,51	28,21	37,98	27,43	26,68	30,87	30,38
37,19	35,73	41,09	36,44	28,57	25,63	21,96	23,74	28,55
30,55	27,16	31,70	24,05	31,36	29,65	22,82	27,95	35,48
34,37	26,27	30,56	42,21	32,48	36,36	37,06	30,45	21,39
40,23	40,48	44,01						
