65,78	73,12	65,00	66,93	70,75	71,84	71,51	66,91	63,76
69,15	63,43	65,57	76,28	72,10	69,31	67,78	67,83	74,22
64,29	69,84	69,90	68,97	60,91	55,46	55,87	68,94	72,97
70,84	73,12	69,17	71,89	72,27	62,65	64,61	71,24	65,08
72,17	67,52	64,91	64,39	69,66	66,59	75,84	67,86	68,07
68,81	65,19	61,71	62,99	65,45	71,03	65,37	70,20	68,93
71,08	64,48	72,82	63,39	69,13	81,55	66,99	75,75	69,64
69,14	71,21	58,34	68,71	67,93	63,95	64,43	62,93	66,83
72,21	63,58	64,97	63,98	74,41	77,99	62,01	73,90	73,05
54,85	69,39	72,68	66,51	71,42	63,72	71,78	67,50	65,71
67,84	71,71	62,92	62,96	62,63	69,13	67,11	68,33	63,18
73,32	63,66	63,38	65,73	64,50	73,89	67,27	61,73	
64,41	66,14	61,90	60,53	67,81	63,52	64,72		
