56,40	79,95	101,81	109,63	57,05	39,34	49,75	56,01	49,05
105,95	71,06	77,36	59,71	75,61	34,52	73,90	77,55	79,30
92,85	74,06	84,21	57,20	25,44	78,57	58,07	50,72	48,05
57,15	64,17	32,01	74,24	48,38	50,48	87,96	57,36	48,27
62,67	81,96	103,32	80,74	74,06	53,29	120,11	32,70	30,15
100,47	90,62	47,15	127,77	22,59	89,33	23,28	98,45	34,60
61,10	60,96	103,72	45,10	93,75	58,39	85,03	128,17	89,13
53,06	80,14	34,25	65,02	54,17	66,58	85,39	38,56	63,04
73,58	54,98	42,17	99,36	61,55	76,81	60,47	96,20	69,23
100,64	76,95	65,14	116,75	38,32	54,09	82,59	73,16	52,28
52,05	70,02	50,67	64,37	55,44	30,44	48,60	28,29	71,58
94,72	91,40	79,93	52,68	61,07				
